Summeringsnivå 1;Summeringsnivå 2;Summeringsnivå 3;Arbetsplatskod;Arbetsplatsens namn
HSN 23 Göteborg;Avtal, specialist läk;Urologi;14705181361;Christer Dahlstrand,1361
HSN 23 Göteborg;Avtal, specialist läk;Ögon;14705090555;Sverker Hallin,0555
HSN 23 Göteborg;Avtal, specialist läk;Ögon;14705090570;Scanloc Healthcare AB
HSN 23 Göteborg;Avtal, specialist läk;Ögon;14705090582;Järnhälsan,0582
HSN 23 Göteborg;Avtal, specialist läk;Ögon;14705090983;Akuten i Göteborg 0983
HSN 23 Göteborg;Avtal, specialist läk;Ögon;14705091308;Nordisk ögonkirurgi AB (Vårda), 130
HSN 23 Göteborg;Avtal, specialist läk;Ögon;14705091354;Globen Ögonklinik AB, Vårdsluss, 13
HSN 23 Göteborg;Avtal, specialist läk;Ögon;14705091407;Praktikertjänst/Ögoncentrum i Varbe
HSN 23 Göteborg;Avtal, specialist läk;Ögon;14705091414;Capio Medocular AB
HSN 23 Göteborg;Avtal, specialist läk;Ögon;14705091419;Kristian Gramson, tillgänglighetsav
HSN 23 Göteborg;Avtal, specialist läk;Ögon;14723095700;Aveny Ögonklinik
HSN 23 Göteborg;Avtal, specialist läk;Ögon;14723095701;Capio Medocular
HSN 23 Göteborg;Avtal, specialist läk;Ögon;14723095702;Scanloc Healthcare AB /Scanloc ögon
HSN 23 Göteborg;Avtal, specialist läk;Ögon;14723095703;Aveny Ögonklinik / Kroniker
HSN 23 Göteborg;Avtal, specialist läk;Ögon;14723095704;Capio Medocular / Kroniker
HSN 23 Göteborg;Avtal, specialist läk;Ögon;14723095705;Scanloc Healthcare AB / Kroniker
HSN 23 Göteborg;Avtal, specialist läk;Öron- näs och hals;1438132201104;Privata specialister ÖNH, vårdavtal
HSN 23 Göteborg;Avtal, specialist läk;Öron- näs och hals;1438132414104;Vasamottagningen/vårdavtal, öron-nä
HSN 23 Göteborg;Avtal, specialist läk;Öron- näs och hals;1438132414114;Priv spec ÖNH  vårdavtal
HSN 23 Göteborg;Avtal, specialist läk;Öron- näs och hals;14705100613;Anders Nordkvist/Läkarhuset +7
HSN 23 Göteborg;Avtal, specialist läk;Öron- näs och hals;14705100631;Rolf Rudin/Läkarhuset +7
HSN 23 Göteborg;Avtal, specialist läk;Öron- näs och hals;14705100646;Vasamottagningen 0646
HSN 23 Göteborg;Avtal, specialist läk;Öron- näs och hals;14705100669;Vasamottagningen 0669
HSN 23 Göteborg;Avtal, specialist läk;Öron- näs och hals;14705100674;Liby _ Rönndahl Läkarmottagning, Ja
HSN 23 Göteborg;Avtal, specialist läk;Öron- näs och hals;14705100680;Mac Åberg 0680
HSN 23 Göteborg;Avtal, specialist läk;Öron- näs och hals;14705100743;Aleris AB/Öron-Näsa-Hals
HSN 23 Göteborg;Avtal, specialist läk;Öron- näs och hals;14705100984;Drottninggatan 45 0984
HSN 23 Göteborg;Avtal, specialist läk;Öron- näs och hals;14723101438;Aleris Närsjukvård
HSN 23 Göteborg;Komm och statl vårdgivare;Kommunala distriktssköterskor;14031305;Kommunalt anställda sjuksköterskor
HSN 23 Göteborg;Komm och statl vårdgivare;Kommunala distriktssköterskor;14031311;Distriktsköterskor fd HSN11
HSN 23 Göteborg;Komm och statl vårdgivare;Kommunala distriktssköterskor;1403131201;Kommunalt anställda sjuksköterskor
HSN 23 Göteborg;Komm och statl vårdgivare;Kommunala distriktssköterskor;1470501688;1688
HSN 23 Göteborg;Komm och statl vårdgivare;Skolhälsovård;14384105;Skolläkare fd HSN5
HSN 23 Göteborg;Komm och statl vårdgivare;Statligt anställda läkare;14031105;Statligt anställda läkare fd HSN5
HSN 23 Göteborg;Komm och statl vårdgivare;Statligt anställda läkare;1403110502;Statligt anställda läkare GU
HSN 23 Göteborg;Komm och statl vårdgivare;Statligt anställda läkare;1403110503;Försvarsmedicincentrum. FömedC
HSN 23 Göteborg;Komm och statl vårdgivare;Statligt anställda läkare;1403111101;Manpower Hälsopartner Försäkringsme
HSN 23 Göteborg;Komm och statl vårdgivare;Statligt anställda läkare;14031112;Statligt anställda sjuksköterskor f
HSN 23 Göteborg;Komm och statl vårdgivare;Ungdomsmottagning;14382;UM
HSN 23 Göteborg;Komm och statl vårdgivare;Ungdomsmottagning;14382104001;Ungdomsmottagning 1
HSN 23 Göteborg;Komm och statl vårdgivare;Ungdomsmottagning;14382120001;UM Väster
HSN 23 Göteborg;Komm och statl vårdgivare;Ungdomsmottagning;14382443312;UM 3
HSN 23 Göteborg;Komm och statl vårdgivare;Ungdomsmottagning;14382462810;UM Gamlestan
HSN 23 Göteborg;Komm och statl vårdgivare;Ungdomsmottagning;14382468123;Ungdomsmottagning 4
HSN 23 Göteborg;Komm och statl vårdgivare;Ungdomsmottagning;14384050001;UM Öster
HSN 23 Göteborg;Komm och statl vårdgivare;Ungdomsmottagning;14384070001;UM Centrum
HSN 23 Göteborg;Komm och statl vårdgivare;Ungdomsmottagning;14384104001;UM 7
HSN 23 Göteborg;Komm och statl vårdgivare;Ungdomsmottagning;14384104601;UM 8
HSN 23 Göteborg;Komm och statl vårdgivare;Ungdomsmottagning;14384120001;Ungdomsmottagning 9
HSN 23 Göteborg;Komm och statl vårdgivare;Ungdomsmottagning;14384180001;UM Hisingen
HSN 23 Göteborg;Komm och statl vårdgivare;Ungdomsmottagning;14384205;UM fd HSN5
HSN 23 Göteborg;Privat FHV;Privat FHV;14388;Nämnd 5,Privat företagshälsovård
HSN 23 Göteborg;Privat FHV;Privat FHV;1438801; Nämnd 5,Privat FHV, 1
HSN 23 Göteborg;Privat FHV;Privat FHV;1438810;Previa
HSN 23 Göteborg;Privat FHV;Privat FHV;14388205;Privat företagshälsovård fd HSN5
HSN 23 Göteborg;Privat FHV;Privat FHV;1438820501;Humanhälsan i Väst
HSN 23 Göteborg;Privat FHV;Privat FHV;1438820502;Rubrug AB
HSN 23 Göteborg;Privat FHV;Privat FHV;1438820503;Pronurse DT AB
HSN 23 Göteborg;Privat FHV;Privat FHV;143882051446;Haluxa Bohushälsan, Haluxa Arbetsmi
HSN 23 Göteborg;Privat FHV;Privat FHV;143882051448;Hälsan och Arbetslivet Göteborg
HSN 23 Göteborg;Privat FHV;Privat FHV;143882051449;Motorhälsan i Göteborg AB
HSN 23 Göteborg;Privat FHV;Privat FHV;143882051451;Slottsbergskliniken AB
HSN 23 Göteborg;Privat FHV;Privat FHV;143882052;Vasa Nova AB
HSN 23 Göteborg;Privat FHV;Privat FHV;143882071450;Mölndalshälsan/Mölndal stad
HSN 23 Göteborg;Privat FHV;Privat FHV;1438830;Feelgood Hälsa Sverige AB
HSN 23 Göteborg;Privat FHV;Privat FHV;1438831;Alviva AB,  Volvo
HSN 23 Göteborg;Privat FHV;Privat FHV;1438832;Haluxa Bohushälsan, Haluxa Arbetsmi
HSN 23 Göteborg;Privat FHV;Privat FHV;1438910583;Affärshälsan
HSN 23 Göteborg;Privat FHV;Privat FHV;1438912321;Made in Göteborg AB
HSN 23 Göteborg;Privat FHV;Privat FHV;1438912322;GHP Neuro Center Göteborg
HSN 23 Göteborg;Privat FHV;Privat företagshälsovård;14388211;Privat företagshälsovård fd HSN11
HSN 23 Göteborg;Privat FHV;Privat företagshälsovård;1438821101;Företagshälsan inom Backa Läkarhusg
HSN 23 Göteborg;Privat FHV;Privat företagshälsovård;1438821201;Klas Attrell Specialistläkare i psy
HSN 23 Göteborg;Privat FHV;Privat företagshälsovård;1438821202;Medikus
HSN 23 Göteborg;Privat FHV;Privat företagshälsovård;1438821203;Nära Företagshälsovård/Bergstrand _
HSN 23 Göteborg;Privata tandläkare/tandhygieni;Privata specialister;1403351201;Ingrid Klinte
HSN 23 Göteborg;Privata tandläkare/tandhygieni;Privata specialister;1403351202;Sabah Mahmood Tandvård/ Angereds Ta
HSN 23 Göteborg;Privata tandläkare/tandhygieni;Privata specialister;1403351204;Gamlestaden Tandcentral
HSN 23 Göteborg;Privata tandläkare/tandhygieni;Privata specialister;1403351205;Motarjemi Dental AB
HSN 23 Göteborg;Privata tandläkare/tandhygieni;Privata tandläkare/tandhygieni;140331;Privata tandläkare område 1
HSN 23 Göteborg;Privata tandläkare/tandhygieni;Privata tandläkare/tandhygieni;1403310;Privata tandläkare område 1
HSN 23 Göteborg;Privata tandläkare/tandhygieni;Privata tandläkare/tandhygieni;140332;Privata tandläkare område 2
HSN 23 Göteborg;Privata tandläkare/tandhygieni;Privata tandläkare/tandhygieni;140333;Privata tandläkare område 3
HSN 23 Göteborg;Privata tandläkare/tandhygieni;Privata tandläkare/tandhygieni;1403330;Privata tandläkare område 3
HSN 23 Göteborg;Privata tandläkare/tandhygieni;Privata tandläkare/tandhygieni;14033505;Tandläkare/tandhygienister, privata
HSN 23 Göteborg;Privata tandläkare/tandhygieni;Privata tandläkare/tandhygieni;1403350501;Tandläkare Dan Ström
HSN 23 Göteborg;Privata tandläkare/tandhygieni;Privata tandläkare/tandhygieni;1403350502;AK Dental AB
HSN 23 Göteborg;Privata tandläkare/tandhygieni;Privata tandläkare/tandhygieni;1403350503;Linnékliniken
HSN 23 Göteborg;Privata tandläkare/tandhygieni;Privata tandläkare/tandhygieni;1403350504;Dina friska tänder Tdl Barbro Klint
HSN 23 Göteborg;Privata tandläkare/tandhygieni;Privata tandläkare/tandhygieni;1403350505;Korsvägen Dental Clinic AB
HSN 23 Göteborg;Privata tandläkare/tandhygieni;Privata tandläkare/tandhygieni;1403350506;Ingela Gothall
HSN 23 Göteborg;Privata tandläkare/tandhygieni;Privata tandläkare/tandhygieni;1403350507;Tandläkare Erik Kristenson
HSN 23 Göteborg;Privata tandläkare/tandhygieni;Privata tandläkare/tandhygieni;1403350508;Kristina Hansson
HSN 23 Göteborg;Privata tandläkare/tandhygieni;Privata tandläkare/tandhygieni;1403350509;Ulla Norkrans
HSN 23 Göteborg;Privata tandläkare/tandhygieni;Privata tandläkare/tandhygieni;1403350510;Per-Arne Englund
HSN 23 Göteborg;Privata tandläkare/tandhygieni;Privata tandläkare/tandhygieni;14033505101;Göteborgs Tandakut AB
HSN 23 Göteborg;Privata tandläkare/tandhygieni;Privata tandläkare/tandhygieni;1403350511;Anders Linde
HSN 23 Göteborg;Privata tandläkare/tandhygieni;Privata tandläkare/tandhygieni;1403350512;Elisabeth Nathorst-Westfelt
HSN 23 Göteborg;Privata tandläkare/tandhygieni;Privata tandläkare/tandhygieni;1403350513;Björn Klock
HSN 23 Göteborg;Privata tandläkare/tandhygieni;Privata tandläkare/tandhygieni;1403350514;Dental Nordic Wellness
HSN 23 Göteborg;Privata tandläkare/tandhygieni;Privata tandläkare/tandhygieni;1403350515;Beväringsgatan Tandklinik
HSN 23 Göteborg;Privata tandläkare/tandhygieni;Privata tandläkare/tandhygieni;1403350516;Eva Ohlsson Sax
HSN 23 Göteborg;Privata tandläkare/tandhygieni;Privata tandläkare/tandhygieni;1403350517;Mary Frindt AB
HSN 23 Göteborg;Privata tandläkare/tandhygieni;Privata tandläkare/tandhygieni;1403350518;Azade Nevidi
HSN 23 Göteborg;Privata tandläkare/tandhygieni;Privata tandläkare/tandhygieni;1403350519;Gunilla Norrby
HSN 23 Göteborg;Privata tandläkare/tandhygieni;Privata tandläkare/tandhygieni;1403350520;Cecile Lindqvist
HSN 23 Göteborg;Privata tandläkare/tandhygieni;Privata tandläkare/tandhygieni;1403350521;Tandläkare Catharina Joelsson
HSN 23 Göteborg;Privata tandläkare/tandhygieni;Privata tandläkare/tandhygieni;1403350522;Tandläkare Björn Joelsson
HSN 23 Göteborg;Privata tandläkare/tandhygieni;Privata tandläkare/tandhygieni;1403350523;Akutkliniken Svingeln
HSN 23 Göteborg;Privata tandläkare/tandhygieni;Privata tandläkare/tandhygieni;1403350524;Torun Bågenholm
HSN 23 Göteborg;Privata tandläkare/tandhygieni;Privata tandläkare/tandhygieni;14033511;Tandläkare/tandhygienister, privata
HSN 23 Göteborg;Privata tandläkare/tandhygieni;Privata tandläkare/tandhygieni;1403351101;Carin Forsberg
HSN 23 Göteborg;Privata tandläkare/tandhygieni;Privata tandläkare/tandhygieni;1403351102;Lillhagens Tandklinik AB
HSN 23 Göteborg;Privata tandläkare/tandhygieni;Privata tandläkare/tandhygieni;1403351103;ABC Dental Care/Georges Nahra Dawud
HSN 23 Göteborg;Privata tandläkare/tandhygieni;Privata tandläkare/tandhygieni;14033523;Tandläkare/tandhygienister, privata
HSN 23 Göteborg;Privata tandläkare/tandhygieni;Privata tandläkare/tandhygieni;1403352301;Tandhygienist Elisabeth Peterson AB
HSN 23 Göteborg;Privata tandläkare/tandhygieni;Privata tandläkare/tandhygieni;1403352302;Britt-Inger Holmqvist
HSN 23 Göteborg;Privata tandläkare/tandhygieni;Privata tandläkare/tandhygieni;1403352303;Ebba Cederquist
HSN 23 Göteborg;Privata tandläkare/tandhygieni;Privata tandläkare/tandhygieni;1403352304;Gunilla Wickman
HSN 23 Göteborg;Privata tandläkare/tandhygieni;Privata tandläkare/tandhygieni;1403352305;Majornas Tandvård AB
HSN 23 Göteborg;Privata tandläkare/tandhygieni;Privata tandläkare/tandhygieni;1403352310;Lövgärdets Tandklinik
HSN 23 Göteborg;Privata tandläkare/tandhygieni;Privata tandläkare/tandhygieni;1403352311;Massouds Tandklinik
HSN 23 Göteborg;Privata tandläkare/tandhygieni;Privata tandläkare/tandhygieni;1403352312;Kortedala Tandvård
HSN 23 Göteborg;Privata tandläkare/tandhygieni;Privata tandläkare/tandhygieni;1403352313;Sörreds Tandvård AB
HSN 23 Göteborg;Privata tandläkare/tandhygieni;Privata tandläkare/tandhygieni;1403352314;Tandkliniken Kungssten
HSN 23 Göteborg;Privata tandläkare/tandhygieni;Privata tandläkare/tandhygieni;1403352315;Gårdatandläkarna Orasolv Clinics
HSN 23 Göteborg;Privata tandläkare/tandhygieni;Privata tandläkare/tandhygieni;1403352316;Ingrid Jönsson
HSN 23 Göteborg;Privata tandläkare/tandhygieni;Privata tandläkare/tandhygieni;1403352317;Eriksbergs Tandvård AB
HSN 23 Göteborg;Taxeläkare, allmänmed;Allmänmedicin;1414705010118;Dr Martin Läkarmottagning AB 0118
HSN 23 Göteborg;Taxeläkare, allmänmed;Allmänmedicin;1414712010929;Wernstedt Medical
HSN 23 Göteborg;Taxeläkare, allmänmed;Allmänmedicin;14705010000;Nämnd 5,Allmänspecialist taxa
HSN 23 Göteborg;Taxeläkare, allmänmed;Allmänmedicin;14705010012;Wästerläkarna, Karin Thorén
HSN 23 Göteborg;Taxeläkare, allmänmed;Allmänmedicin;14705010017;David Norberg,0017
HSN 23 Göteborg;Taxeläkare, allmänmed;Allmänmedicin;14705010020;Peter Lindvall, 0020
HSN 23 Göteborg;Taxeläkare, allmänmed;Allmänmedicin;14705010059;Per Lissbrant
HSN 23 Göteborg;Taxeläkare, allmänmed;Allmänmedicin;14705010084;Roland Arvidsson
HSN 23 Göteborg;Taxeläkare, allmänmed;Allmänmedicin;14705010085;Bente Furunes, 0085
HSN 23 Göteborg;Taxeläkare, allmänmed;Allmänmedicin;14705010098;Läkarmottagning Frida Almgren
HSN 23 Göteborg;Taxeläkare, allmänmed;Allmänmedicin;14705010118;Dr Martin Läkarmottagning AB/ Marti
HSN 23 Göteborg;Taxeläkare, allmänmed;Allmänmedicin;14705010119;Slottsbergskliniken/ Hans Jakobsson
HSN 23 Göteborg;Taxeläkare, allmänmed;Allmänmedicin;14705010121;Wästerläkarna, Charlotte Barouma
HSN 23 Göteborg;Taxeläkare, allmänmed;Allmänmedicin;14705010130;Göteborgs Allmänläkarmottagning
HSN 23 Göteborg;Taxeläkare, allmänmed;Allmänmedicin;14705010131;Valands Läkarmottagning Monica Orrh
HSN 23 Göteborg;Taxeläkare, allmänmed;Allmänmedicin;14705010165;Wästerläkarna, Jan Isemo
HSN 23 Göteborg;Taxeläkare, allmänmed;Allmänmedicin;14705010191;Christer Lütz
HSN 23 Göteborg;Taxeläkare, allmänmed;Allmänmedicin;14705010211;Per Winberg,0211
HSN 23 Göteborg;Taxeläkare, allmänmed;Allmänmedicin;14705010220;Olov Sjöberg
HSN 23 Göteborg;Taxeläkare, allmänmed;Allmänmedicin;14705010225;Peter Revesz
HSN 23 Göteborg;Taxeläkare, allmänmed;Allmänmedicin;14705010226;Olof Seeberg, Götaplatsens Läkarmot
HSN 23 Göteborg;Taxeläkare, allmänmed;Allmänmedicin;14705010235;Anders Blomberg,0235
HSN 23 Göteborg;Taxeläkare, allmänmed;Allmänmedicin;14705010236;Liby _ Rönndahl Läkarmottagning. La
HSN 23 Göteborg;Taxeläkare, allmänmed;Allmänmedicin;14705010240;Joakim Harring
HSN 23 Göteborg;Taxeläkare, allmänmed;Allmänmedicin;14705010241;Läkarmottagning, Kjell Marcus
HSN 23 Göteborg;Taxeläkare, allmänmed;Allmänmedicin;14705010244;Peter Skoog, Husläkarmottagn, Carla
HSN 23 Göteborg;Taxeläkare, allmänmed;Allmänmedicin;14705010255;Wästerläkarna, Göran Carlsson
HSN 23 Göteborg;Taxeläkare, allmänmed;Allmänmedicin;14705010273;Bertil Eriksson,0273
HSN 23 Göteborg;Taxeläkare, allmänmed;Allmänmedicin;14705010510;Imre Kercsik, Valands Läk.mottagn
HSN 23 Göteborg;Taxeläkare, allmänmed;Allmänmedicin;14705010517;Klara Kercsik, Valands Läk.mottagn
HSN 23 Göteborg;Taxeläkare, allmänmed;Allmänmedicin;14705010520;Lennart  Björk
HSN 23 Göteborg;Taxeläkare, allmänmed;Allmänmedicin;14705010527;AB Previa 0527
HSN 23 Göteborg;Taxeläkare, allmänmed;Allmänmedicin;14705010576;Erik Jacobsen,0576
HSN 23 Göteborg;Taxeläkare, allmänmed;Allmänmedicin;14705010595;Lars Lundekrantz,0595
HSN 23 Göteborg;Taxeläkare, allmänmed;Allmänmedicin;14705010623;Raner
HSN 23 Göteborg;Taxeläkare, allmänmed;Allmänmedicin;14705010625;Owe Rawling
HSN 23 Göteborg;Taxeläkare, allmänmed;Allmänmedicin;14705010632;Marianne Rundgren, Centrumläkarna
HSN 23 Göteborg;Taxeläkare, allmänmed;Allmänmedicin;14705010636;Zofia Rydz, Läkarmottagningen Crama
HSN 23 Göteborg;Taxeläkare, allmänmed;Allmänmedicin;14705010656;Lars Unfors, Vasaplatsens Läk.motta
HSN 23 Göteborg;Taxeläkare, allmänmed;Allmänmedicin;14705010691;Vällfors Birgitta
HSN 23 Göteborg;Taxeläkare, allmänmed;Allmänmedicin;14705010693;Slottbergsklinken, Gisela Rose
HSN 23 Göteborg;Taxeläkare, allmänmed;Allmänmedicin;14705010697;Therese Dinger-Sjögren
HSN 23 Göteborg;Taxeläkare, allmänmed;Allmänmedicin;14705010710;Denise Konopik
HSN 23 Göteborg;Taxeläkare, allmänmed;Allmänmedicin;14705010715;Carl-Henrik Måhlin, Feelgood
HSN 23 Göteborg;Taxeläkare, allmänmed;Allmänmedicin;14705010721;Lars Faxén
HSN 23 Göteborg;Taxeläkare, allmänmed;Allmänmedicin;14705010730;Studenthälsan-vårdavtal  psykiatri
HSN 23 Göteborg;Taxeläkare, allmänmed;Allmänmedicin;14705010891;Mehdi Manouchehri,0891
HSN 23 Göteborg;Taxeläkare, allmänmed;Allmänmedicin;14705010945;Dr Radomska Läkarmottagning
HSN 23 Göteborg;Taxeläkare, allmänmed;Allmänmedicin;14705011313;Ken Petersen,1313
HSN 23 Göteborg;Taxeläkare, allmänmed;Allmänmedicin;14705011347;Olof Seeberg, Götaplatsens Läkarmot
HSN 23 Göteborg;Taxeläkare, allmänmed;Allmänmedicin;14705011348;Bertil Eriksson, Götaplatsens Läk.m
HSN 23 Göteborg;Taxeläkare, allmänmed;Allmänmedicin;14705011350;Anita Skullered, Tjäders Läkarprakt
HSN 23 Göteborg;Taxeläkare, allmänmed;Allmänmedicin;14705011383;Slottsbergskliniken, Dr.Thorp
HSN 23 Göteborg;Taxeläkare, allmänmed;Allmänmedicin;14705011384;Kari Stefferud, 1384
HSN 23 Göteborg;Taxeläkare, allmänmed;Allmänmedicin;14705012033;Hans Jakobsson
HSN 23 Göteborg;Taxeläkare, allmänmed;Allmänmedicin;14705012515;Niels Fuglede2515
HSN 23 Göteborg;Taxeläkare, allmänmed;Allmänmedicin;14705013000;Lennart Dimberg,3000
HSN 23 Göteborg;Taxeläkare, allmänmed;Allmänmedicin;14705019999;HSN5 kod har upphört
HSN 23 Göteborg;Taxeläkare, allmänmed;Allmänmedicin;1470510609;Anders Kågerud
HSN 23 Göteborg;Taxeläkare, allmänmed;Allmänmedicin;14711010090;Joseph Zorski 0090
HSN 23 Göteborg;Taxeläkare, allmänmed;Allmänmedicin;14711010095;Lars Wrennö, 0095
HSN 23 Göteborg;Taxeläkare, allmänmed;Allmänmedicin;14711010120;Tuve Läkargrupp/ Stefan Popovski 01
HSN 23 Göteborg;Taxeläkare, allmänmed;Allmänmedicin;14711010186;Rosa Peste, 0186
HSN 23 Göteborg;Taxeläkare, allmänmed;Allmänmedicin;14711010427;Anna Walkosz-Popovska, 0427
HSN 23 Göteborg;Taxeläkare, allmänmed;Allmänmedicin;14711010431;Läkarmottagningen J-O Skalenius
HSN 23 Göteborg;Taxeläkare, allmänmed;Allmänmedicin;14711010921;Ounilla Marja Leena, 0921
HSN 23 Göteborg;Taxeläkare, allmänmed;Allmänmedicin;14711011328;Backaplans Medicinska Centrum 1328/
HSN 23 Göteborg;Taxeläkare, allmänmed;Allmänmedicin;14711011342;Backaplans Medicinska Centrum/Weste
HSN 23 Göteborg;Taxeläkare, allmänmed;Allmänmedicin;14712010192;Centro Medico Läkarmottagning, Rios
HSN 23 Göteborg;Taxeläkare, allmänmed;Allmänmedicin;14712010556;Björn Hammar,0556
HSN 23 Göteborg;Taxeläkare, allmänmed;Allmänmedicin;14712010929;Wernstedt Medical
HSN 23 Göteborg;Taxeläkare, allmänmed;Allmänmedicin;14712011317;Elisabeth Westerlund,1317
HSN 23 Göteborg;Taxeläkare, allmänmed;Allmänmedicin;14712011319;Amanuel Andom,1319
HSN 23 Göteborg;Taxeläkare, allmänmed;Allmänmedicin;14712011320;KR Medical Consult AB 1320,Radomska
HSN 23 Göteborg;Taxeläkare, allmänmed;Allmänmedicin;14712011321;Kamal Younan 1321
HSN 23 Göteborg;Taxeläkare, allmänmed;Allmänmedicin;14712051318;Lärkefjord Bernadette,1318
HSN 23 Göteborg;Taxeläkare, övriga spec;Anestesi och intensivvård;14705010953;Blasiak Andrzej
HSN 23 Göteborg;Taxeläkare, övriga spec;Anestesi och intensivvård;14705020000;Nämnd 5,Anestesi-och intensivvård
HSN 23 Göteborg;Taxeläkare, övriga spec;Anestesi och intensivvård;14705020552;Carlanderska sjukhemmet 0552
